1,587.5462,431.70883
2,587.3503,431.82135
3,586.8399,431.82806
4,586.0887,432.02048
5,586.0887,432.02048
6,585.2906,432.2084
7,584.6933,432.49606
8,584.4661,432.86853
9,584.5577,433.07257
10,584.4263,432.94223
11,584.29803,432.9
12,584.24756,432.88358
13,584.24756,432.88358
14,584.2758,432.75925
15,584.354,432.75
16,584.354,432.75
17,584.03125,432.62305
18,583.8437,432.5291
19,583.46094,432.6289
20,582.5378,432.65308
21,581.78094,433.1071
22,581.30927,433.56827
23,580.7454,433.92395
24,580.7454,433.92395
25,580.3512,433.8988
26,580.21655,433.7756
27,579.7544,433.39322
28,579.4272,433.17816
29,579.3112,433.13364
30,578.9513,433.01685
31,578.9513,433.01685
32,578.2873,433.04663
33,577.5135,433.06372
34,577.5135,433.06372
35,576.8255,432.8961
36,576.12067,432.841
37,576.09735,433.24426
38,576.09735,433.24426
39,574.7713,434.20496
40,574.7713,434.20496
41,573.2287,434.56976
42,573.2287,434.56976
43,572.6638,434.36667
44,572.176,434.0674
45,571.89624,433.85513
46,571.89624,433.85513
47,571.0166,433.7048
48,571.0166,433.7048
49,570.8606,433.61337
50,570.0438,433.35767
51,568.69403,433.03732
52,568.69403,433.03732
53,567.4806,432.75775
54,567.4806,432.75775
55,567.20386,432.4904
56,567.20386,432.4904
57,567.1355,432.70078
58,566.8885,433.1154
59,566.6657,433.17053
60,566.6657,433.17053
61,565.6654,432.46097
62,565.6654,432.46097
63,565.7462,432.1579
64,564.9668,431.60516
65,564.6402,431.26938
66,564.4312,431.16357
67,564.03735,430.99362
68,564.03735,430.99362
69,563.5257,430.8009
70,563.5257,430.8009
71,564.1189,430.98276
72,564.5664,431.41922
73,565.49634,432.2156
74,565.49634,432.2156
75,567.5731,434.0336
76,567.5731,434.0336
77,568.3574,434.201
78,569.012,434.586
79,569.1369,434.6643
80,569.1369,434.6643
81,569.37476,435.18985
82,569.37476,435.18985
83,569.6523,435.41583
84,569.9839,436.07864
85,570.29877,436.38733
86,570.342,436.68
87,570.342,436.68
88,570.53595,437.08884
89,570.99304,437.42215
90,571.3887,437.7187
91,571.3887,437.7187
92,571.57086,438.09515
93,571.57086,438.09515
94,571.90607,438.52628
95,572.4773,439.11032
96,572.6605,439.46707
97,572.6605,439.46707
98,572.3807,439.7284
99,572.1232,440.04584
100,572.1232,440.04584
101,571.83734,441.39758
102,571.83734,441.39758
103,572,440.9643
104,571.95825,441.19247
105,571.95825,441.19247
106,571.80927,441.8273
107,571.80927,441.8273
108,571.6531,441.42053
109,571.59235,442.05795
110,571.74164,441.21317
111,571.74164,441.21317
112,571.59235,441.92044
113,571.63165,441.7829
114,571.7154,441.43677
115,572.1085,440.79208
116,572.23553,440.1529
117,572.435,439.44968
118,572.3354,438.9375
119,572.3354,438.9375
120,572.6663,437.58115
121,572.6663,437.58115
122,572.4346,437.38138
123,572.0354,437.93542
124,571.80664,437.52606
125,571.3546,437.6827
126,570.7935,438.0538
127,570.7935,438.0538
128,570.01483,439.09406
129,569.5686,439.43726
130,569.50586,439.46304
131,569.50586,439.46304
132,569.2934,439.0497
133,569.2934,439.0497
134,568.224,438.97638
135,567.61633,438.7608
136,567.3108,438.54266
137,567.3108,438.54266
138,566.30725,438.69272
139,566.30725,438.69272
140,566.07117,438.7628
141,565.85834,438.71573
142,565.56946,438.5201
143,565.17535,438.45337
144,564.5168,438.20206
145,564.8741,438.16354
146,564.9758,437.9461
147,564.6215,437.9841
148,564.4336,437.91327
149,563.9436,437.66635
150,563.9436,437.66635
151,563.13257,437.39215
152,562.596,437.27716
153,562.1234,437.33243
154,561.8093,437.08813
155,561.277,436.91187
156,560.5789,436.89474
157,560.52783,436.96436
158,560.52783,436.96436
159,560.39215,436.72607
160,560.60474,436.71814
161,560.912,436.831
162,560.86945,436.75046
163,559.90765,436.6986
164,559.56494,436.65262
165,559.396,436.59186
166,559.396,436.59186
167,559.4638,436.4862
168,559.96234,436.4317
169,560.26,436.39566
170,560.26,436.39566
171,560.46844,436.22806
172,561.5462,436.29752
173,562.78625,436.4547
174,563.6245,436.663
175,565.1045,436.64313
176,566.6612,436.7893
177,567.761,436.80878
178,567.761,436.80878
179,568.64514,436.47177
180,568.71606,435.33127
181,568.70776,434.78308
182,569.0324,433.97348
183,568.22675,434.64777
184,568.22675,434.64777
185,568.1171,435.0234
186,568.06085,435.43015
187,568.57385,435.9531
188,568.68677,436.3253
189,568.68677,436.3253
190,569.2925,437.33795
191,569.65247,438.17722
192,569.65247,438.17722
193,570.2026,439.19263
194,570.12854,439.5502
195,570.0288,440.12027
196,569.78235,440.34705
197,569.80237,440.93478
198,569.80237,440.93478
199,569.7911,443.46832
200,569.7911,443.46832
201,569.9081,444.4697
202,569.8105,444.43146
203,569.3452,444.67923
204,569.3452,444.67923
205,569.0339,444.90836
